id,name,email,source,country,status,created_at
1080,Jordan Khan,lead1080@example.com,event,US,CUSTOMER,2023-05-18 12:13:00+0000
1081,Morgan Haddad,lead1081@example.com,webform,IN,NEW,2023-11-15 14:16:00+0000
1082,Avery Rossi,lead1082@example.com,referral,JP,MQL,2024-01-28 14:55:00+0000
1083,Riley Silva,lead1083@example.com,ads,DE,SQL,2023-02-16 15:40:00+0000
1084,Kai Mori,lead1084@example.com,event,GB,SQL,2023-09-17 18:03:00+0000
1085,Sasha Okafor,lead1085@example.com,referral,IN,MQL,2023-03-27 23:04:00+0000
1086,Kai Garcia,lead1086@example.com,event,BR,CUSTOMER,2023-07-27 14:27:00+0000
1087,Devin Haddad,lead1087@example.com,ads,US,NEW,2023-10-28 22:34:00+0000
1088,Quinn Haddad,lead1088@example.com,referral,SE,DISQUALIFIED,2023-09-27 13:41:00+0000
1089,Sasha Cohen,lead1089@example.com,organic,US,DISQUALIFIED,2023-04-19 07:05:00+0000
1090,Harper Nguyen,lead1090@example.com,organic,US,DISQUALIFIED,2023-10-12 19:04:00+0000
1091,Devin Cohen,lead1091@example.com,ads,BR,MQL,2023-08-02 08:05:00+0000
1092,Quinn Nguyen,lead1092@example.com,ads,DE,CUSTOMER,2023-06-22 02:26:00+0000
1093,Jordan Larsson,lead1093@example.com,webform,GB,CUSTOMER,2023-05-02 05:29:00+0000
1094,Kai Garcia,lead1094@example.com,event,BR,MQL,2023-09-30 15:25:00+0000
1095,Jordan Silva,lead1095@example.com,organic,SE,SQL,2024-01-29 07:26:00+0000
1096,Kai Mori,lead1096@example.com,event,GB,CUSTOMER,2023-11-07 19:11:00+0000
1097,Avery Nguyen,lead1097@example.com,event,SE,SQL,2023-08-11 15:05:00+0000
1098,Quinn Cohen,lead1098@example.com,referral,US,DISQUALIFIED,2023-05-21 19:16:00+0000
1099,Rowan Rossi,lead1099@example.com,webform,BR,MQL,2023-11-18 11:25:00+0000
1100,Avery Patel,lead1100@example.com,referral,SE,NEW,2023-05-04 08:40:00+0000
1101,Harper Haddad,lead1101@example.com,ads,NG,NEW,2023-08-09 15:29:00+0000
1102,Sasha Garcia,lead1102@example.com,organic,US,CUSTOMER,2024-01-12 20:17:00+0000
1103,Noa Patel,lead1103@example.com,organic,US,SQL,2023-02-28 14:57:00+0000
1104,Devin Haddad,lead1104@example.com,referral,BR,CUSTOMER,2023-10-08 14:31:00+0000
1105,Avery Garcia,lead1105@example.com,event,BR,DISQUALIFIED,2024-01-27 11:44:00+0000
1106,Morgan Larsson,lead1106@example.com,webform,BR,NEW,2023-05-12 07:35:00+0000
1107,Quinn Garcia,lead1107@example.com,webform,SE,CUSTOMER,2023-03-29 13:41:00+0000
1108,Noa Larsson,lead1108@example.com,event,IN,DISQUALIFIED,2023-12-28 11:37:00+0000
1109,Jordan Patel,lead1109@example.com,webform,GB,NEW,2023-12-16 12:24:00+0000
1110,Devin Silva,lead1110@example.com,referral,GB,MQL,2023-03-31 15:11:00+0000
1111,Riley Silva,lead1111@example.com,referral,BR,CUSTOMER,2023-02-19 17:50:00+0000
1112,Morgan Nguyen,lead1112@example.com,referral,DE,NEW,2023-08-28 11:11:00+0000
1113,Kai Mori,lead1113@example.com,organic,SE,MQL,2023-04-11 23:29:00+0000
1114,Sasha Patel,lead1114@example.com,organic,GB,SQL,2023-07-16 00:49:00+0000
1115,Jordan Smith,lead1115@example.com,referral,GB,SQL,2023-12-20 17:28:00+0000
1116,Devin Larsson,lead1116@example.com,organic,GB,NEW,2024-02-01 13:34:00+0000
1117,Casey Okafor,lead1117@example.com,referral,JP,CUSTOMER,2023-04-25 01:49:00+0000
1118,Devin Nguyen,lead1118@example.com,referral,JP,MQL,2023-07-07 22:57:00+0000
1119,Morgan Mori,lead1119@example.com,referral,NG,SQL,2023-11-25 15:17:00+0000
1120,Devin Patel,lead1120@example.com,organic,IN,MQL,2023-05-14 17:40:00+0000
1121,Avery Rossi,lead1121@example.com,ads,US,MQL,2023-01-19 13:12:00+0000
1122,Kai Khan,lead1122@example.com,event,JP,DISQUALIFIED,2023-08-21 07:40:00+0000
1123,Sasha Cohen,lead1123@example.com,referral,GB,DISQUALIFIED,2024-01-26 15:44:00+0000
1124,Kai Khan,lead1124@example.com,ads,NG,SQL,2023-08-29 13:37:00+0000
1125,Devin Haddad,lead1125@example.com,event,SE,SQL,2023-12-11 15:40:00+0000
1126,Morgan Okafor,lead1126@example.com,ads,NG,SQL,2023-11-13 19:08:00+0000
1127,Jordan Garcia,lead1127@example.com,event,JP,CUSTOMER,2023-10-30 21:50:00+0000
1128,Kai Nguyen,lead1128@example.com,referral,JP,CUSTOMER,2024-01-27 14:22:00+0000
1129,Casey Haddad,lead1129@example.com,referral,US,DISQUALIFIED,2023-07-28 16:08:00+0000
1130,Kai Nguyen,lead1130@example.com,event,JP,NEW,2023-02-15 05:15:00+0000
1131,Morgan Okafor,lead1131@example.com,webform,JP,CUSTOMER,2023-10-19 03:15:00+0000
1132,Avery Smith,lead1132@example.com,organic,NG,SQL,2023-12-05 04:58:00+0000
1133,Morgan Nguyen,lead1133@example.com,referral,BR,CUSTOMER,2023-12-16 09:38:00+0000
1134,Avery Smith,lead1134@example.com,organic,JP,MQL,2023-01-12 07:51:00+0000
1135,Jordan Nguyen,lead1135@example.com,event,US,NEW,2023-06-02 14:19:00+0000
1136,Quinn Khan,lead1136@example.com,ads,IN,SQL,2023-07-18 05:12:00+0000
1137,Avery Cohen,lead1137@example.com,organic,BR,MQL,2023-09-01 21:16:00+0000
1138,Devin Haddad,lead1138@example.com,ads,DE,NEW,2023-04-13 03:22:00+0000
1139,Sasha Cohen,lead1139@example.com,ads,NG,MQL,2023-01-22 16:34:00+0000
1140,Kai Rossi,lead1140@example.com,webform,GB,DISQUALIFIED,2023-02-05 21:47:00+0000
1141,Harper Rossi,lead1141@example.com,referral,IN,DISQUALIFIED,2023-05-17 14:41:00+0000
1142,Rowan Mori,lead1142@example.com,referral,JP,MQL,2023-06-14 16:55:00+0000
1143,Devin Khan,lead1143@example.com,webform,BR,DISQUALIFIED,2023-10-02 00:38:00+0000
1144,Casey Haddad,lead1144@example.com,webform,IN,CUSTOMER,2023-02-16 15:43:00+0000
1145,Riley Larsson,lead1145@example.com,ads,DE,CUSTOMER,2023-02-07 23:52:00+0000
1146,Morgan Okafor,lead1146@example.com,referral,SE,DISQUALIFIED,2023-12-10 08:36:00+0000
1147,Morgan Rossi,lead1147@example.com,ads,JP,SQL,2023-04-15 04:21:00+0000
1148,Kai Nguyen,lead1148@example.com,event,DE,CUSTOMER,2023-11-21 05:45:00+0000
1149,Rowan Garcia,lead1149@example.com,webform,BR,DISQUALIFIED,2023-03-02 06:59:00+0000
1150,Morgan Khan,lead1150@example.com,referral,IN,MQL,2023-04-01 22:43:00+0000
1151,Jordan Haddad,lead1151@example.com,event,JP,NEW,2023-03-13 04:12:00+0000
1152,Jordan Patel,lead1152@example.com,organic,DE,MQL,2024-02-05 17:46:00+0000
1153,Rowan Haddad,lead1153@example.com,referral,NG,DISQUALIFIED,2023-10-05 03:30:00+0000
1154,Harper Khan,lead1154@example.com,webform,JP,NEW,2023-04-23 21:40:00+0000
1155,Harper Garcia,lead1155@example.com,organic,GB,SQL,2023-07-11 20:24:00+0000
1156,Avery Patel,lead1156@example.com,referral,BR,NEW,2023-08-04 04:14:00+0000
1157,Kai Cohen,lead1157@example.com,ads,BR,SQL,2023-01-01 16:59:00+0000
1158,Quinn Okafor,lead1158@example.com,ads,JP,CUSTOMER,2024-01-25 11:19:00+0000
1159,Casey Silva,lead1159@example.com,ads,BR,NEW,2023-10-26 07:28:00+0000
1160,Harper Patel,lead1160@example.com,referral,JP,DISQUALIFIED,2023-08-06 23:00:00+0000
1161,Harper Patel,lead1161@example.com,ads,JP,DISQUALIFIED,2023-09-21 07:57:00+0000
1162,Devin Silva,lead1162@example.com,referral,NG,DISQUALIFIED,2023-12-24 05:33:00+0000
1163,Sasha Nguyen,lead1163@example.com,ads,JP,MQL,2023-10-07 05:33:00+0000
1164,Riley Mori,lead1164@example.com,event,BR,SQL,2023-09-29 01:00:00+0000
1165,Morgan Smith,lead1165@example.com,event,GB,SQL,2023-12-21 02:54:00+0000
1166,Jordan Khan,lead1166@example.com,referral,IN,CUSTOMER,2023-04-02 03:59:00+0000
1167,Avery Mori,lead1167@example.com,ads,BR,SQL,2023-08-09 22:23:00+0000
1168,Jordan Smith,lead1168@example.com,webform,JP,CUSTOMER,2023-08-10 10:36:00+0000
1169,Noa Khan,lead1169@example.com,event,SE,MQL,2023-09-26 10:10:00+0000
1170,Rowan Cohen,lead1170@example.com,webform,DE,SQL,2023-08-22 07:03:00+0000
1171,Noa Mori,lead1171@example.com,webform,NG,NEW,2023-04-11 19:38:00+0000
1172,Noa Okafor,lead1172@example.com,event,JP,NEW,2023-01-11 23:24:00+0000
1173,Quinn Mori,lead1173@example.com,event,SE,SQL,2023-10-05 09:47:00+0000
1174,Noa Larsson,lead1174@example.com,organic,SE,CUSTOMER,2023-03-19 05:25:00+0000
1175,Avery Patel,lead1175@example.com,event,DE,CUSTOMER,2023-03-13 15:13:00+0000
1176,Riley Khan,lead1176@example.com,event,DE,NEW,2023-01-04 00:49:00+0000
1177,Avery Nguyen,lead1177@example.com,event,SE,NEW,2023-03-26 13:21:00+0000
1178,Quinn Haddad,lead1178@example.com,ads,US,MQL,2023-05-24 22:01:00+0000
1179,Sasha Khan,lead1179@example.com,webform,GB,CUSTOMER,2023-07-23 10:27:00+0000
1180,Devin Patel,lead1180@example.com,referral,JP,NEW,2023-08-28 04:39:00+0000
1181,Harper Patel,lead1181@example.com,ads,DE,DISQUALIFIED,2023-04-22 17:41:00+0000
1182,Casey Nguyen,lead1182@example.com,event,NG,SQL,2023-04-21 20:43:00+0000
1183,Harper Rossi,lead1183@example.com,ads,BR,CUSTOMER,2023-08-08 04:33:00+0000
1184,Morgan Khan,lead1184@example.com,ads,SE,NEW,2023-05-20 20:57:00+0000
1185,Quinn Garcia,lead1185@example.com,referral,IN,CUSTOMER,2023-12-07 03:43:00+0000
1186,Harper Larsson,lead1186@example.com,ads,SE,DISQUALIFIED,2024-01-10 10:59:00+0000
1187,Kai Haddad,lead1187@example.com,referral,US,CUSTOMER,2023-10-01 09:48:00+0000
1188,Riley Rossi,lead1188@example.com,organic,GB,DISQUALIFIED,2023-08-21 02:00:00+0000
1189,Harper Haddad,lead1189@example.com,referral,DE,DISQUALIFIED,2023-01-05 09:45:00+0000
1190,Jordan Cohen,lead1190@example.com,ads,GB,CUSTOMER,2023-06-10 13:35:00+0000
1191,Jordan Garcia,lead1191@example.com,organic,US,CUSTOMER,2023-09-21 21:56:00+0000
1192,Jordan Patel,lead1192@example.com,event,IN,SQL,2023-07-18 14:20:00+0000
1193,Devin Silva,lead1193@example.com,event,IN,SQL,2023-08-29 12:45:00+0000
1194,Avery Okafor,lead1194@example.com,referral,NG,CUSTOMER,2023-03-13 01:01:00+0000
1195,Devin Silva,lead1195@example.com,referral,BR,NEW,2023-07-20 15:10:00+0000
1196,Kai Nguyen,lead1196@example.com,organic,GB,MQL,2023-02-21 06:31:00+0000
1197,Kai Larsson,lead1197@example.com,organic,US,DISQUALIFIED,2023-06-01 05:10:00+0000
1198,Sasha Smith,lead1198@example.com,webform,DE,NEW,2023-11-24 09:45:00+0000
1199,Casey Garcia,lead1199@example.com,organic,DE,DISQUALIFIED,2023-01-13 00:48:00+0000
1200,Kai Haddad,lead1200@example.com,organic,JP,NEW,2023-01-05 16:43:00+0000
1201,Noa Mori,lead1201@example.com,referral,GB,DISQUALIFIED,2024-01-11 23:22:00+0000
1202,Rowan Smith,lead1202@example.com,referral,US,MQL,2023-10-09 13:25:00+0000
1203,Harper Khan,lead1203@example.com,webform,US,NEW,2023-12-26 05:35:00+0000
1204,Riley Smith,lead1204@example.com,event,IN,NEW,2024-01-09 01:35:00+0000
1205,Rowan Khan,lead1205@example.com,ads,BR,SQL,2023-06-16 18:12:00+0000
1206,Morgan Khan,lead1206@example.com,ads,DE,DISQUALIFIED,2023-11-17 20:45:00+0000
1207,Kai Cohen,lead1207@example.com,ads,SE,SQL,2023-02-11 04:45:00+0000
1208,Jordan Mori,lead1208@example.com,referral,GB,SQL,2023-01-19 20:47:00+0000
1209,Casey Okafor,lead1209@example.com,referral,GB,MQL,2023-11-15 03:02:00+0000
1210,Jordan Nguyen,lead1210@example.com,event,IN,DISQUALIFIED,2023-10-18 23:06:00+0000
1211,Jordan Smith,lead1211@example.com,ads,DE,DISQUALIFIED,2023-07-02 23:34:00+0000
1212,Sasha Rossi,lead1212@example.com,ads,IN,MQL,2023-08-26 17:09:00+0000
1213,Sasha Haddad,lead1213@example.com,referral,JP,MQL,2024-01-09 20:43:00+0000
1214,Riley Larsson,lead1214@example.com,ads,DE,SQL,2023-11-08 23:28:00+0000
1215,Jordan Mori,lead1215@example.com,webform,JP,NEW,2023-09-25 13:59:00+0000
1216,Sasha Okafor,lead1216@example.com,organic,US,CUSTOMER,2023-06-23 16:33:00+0000
1217,Avery Smith,lead1217@example.com,event,SE,MQL,2023-06-22 11:34:00+0000
1218,Jordan Cohen,lead1218@example.com,ads,US,NEW,2023-09-04 08:42:00+0000
1219,Casey Silva,lead1219@example.com,referral,BR,DISQUALIFIED,2023-03-09 17:13:00+0000
1220,Morgan Rossi,lead1220@example.com,webform,SE,DISQUALIFIED,2023-03-10 06:08:00+0000
1221,Kai Mori,lead1221@example.com,referral,IN,NEW,2023-06-22 09:00:00+0000
1222,Devin Mori,lead1222@example.com,event,BR,CUSTOMER,2023-09-25 14:59:00+0000
1223,Noa Silva,lead1223@example.com,event,IN,SQL,2023-06-25 04:20:00+0000
1224,Avery Cohen,lead1224@example.com,referral,SE,CUSTOMER,2023-10-30 06:16:00+0000
1225,Kai Mori,lead1225@example.com,referral,SE,NEW,2023-12-27 13:52:00+0000
1226,Rowan Nguyen,lead1226@example.com,organic,BR,MQL,2023-05-18 16:13:00+0000
1227,Noa Cohen,lead1227@example.com,webform,US,NEW,2023-01-30 08:07:00+0000
1228,Morgan Nguyen,lead1228@example.com,event,US,CUSTOMER,2023-09-28 19:31:00+0000
1229,Devin Khan,lead1229@example.com,organic,DE,CUSTOMER,2023-03-05 07:42:00+0000
1230,Casey Haddad,lead1230@example.com,webform,SE,DISQUALIFIED,2023-07-10 08:51:00+0000
1231,Quinn Okafor,lead1231@example.com,ads,SE,SQL,2023-04-17 16:16:00+0000
1232,Quinn Nguyen,lead1232@example.com,organic,DE,SQL,2024-01-05 02:57:00+0000
1233,Avery Mori,lead1233@example.com,event,SE,SQL,2023-03-28 22:13:00+0000
1234,Rowan Nguyen,lead1234@example.com,event,GB,DISQUALIFIED,2023-03-09 00:08:00+0000
1235,Devin Haddad,lead1235@example.com,organic,DE,SQL,2023-08-01 22:01:00+0000
1236,Harper Smith,lead1236@example.com,webform,NG,SQL,2024-01-20 14:43:00+0000
1237,Riley Silva,lead1237@example.com,ads,NG,SQL,2023-09-05 18:17:00+0000
1238,Kai Smith,lead1238@example.com,organic,GB,MQL,2023-01-16 04:02:00+0000
1239,Harper Mori,lead1239@example.com,organic,JP,DISQUALIFIED,2023-09-02 22:46:00+0000
1240,Casey Garcia,lead1240@example.com,organic,GB,NEW,2023-03-20 08:35:00+0000
1241,Devin Mori,lead1241@example.com,ads,JP,CUSTOMER,2023-01-24 01:05:00+0000
1242,Rowan Patel,lead1242@example.com,event,NG,SQL,2023-10-09 09:02:00+0000
1243,Jordan Silva,lead1243@example.com,webform,IN,CUSTOMER,2023-10-29 01:14:00+0000
1244,Jordan Cohen,lead1244@example.com,ads,US,DISQUALIFIED,2023-11-09 17:09:00+0000
1245,Casey Rossi,lead1245@example.com,referral,US,SQL,2023-05-03 17:35:00+0000
1246,Harper Khan,lead1246@example.com,organic,NG,MQL,2023-09-30 01:04:00+0000
1247,Noa Rossi,lead1247@example.com,webform,NG,CUSTOMER,2023-11-05 06:58:00+0000
1248,Quinn Larsson,lead1248@example.com,organic,IN,NEW,2024-01-08 12:19:00+0000
1249,Noa Cohen,lead1249@example.com,referral,SE,SQL,2023-08-20 13:04:00+0000
1250,Riley Nguyen,lead1250@example.com,ads,NG,DISQUALIFIED,2023-02-26 11:23:00+0000
1251,Noa Cohen,lead1251@example.com,ads,BR,MQL,2023-10-20 20:18:00+0000
1252,Harper Smith,lead1252@example.com,webform,NG,MQL,2023-03-28 20:33:00+0000
1253,Morgan Mori,lead1253@example.com,webform,NG,SQL,2023-11-02 03:32:00+0000
1254,Riley Patel,lead1254@example.com,referral,BR,SQL,2023-03-03 22:48:00+0000
1255,Sasha Mori,lead1255@example.com,organic,US,DISQUALIFIED,2023-04-24 03:44:00+0000
1256,Kai Okafor,lead1256@example.com,event,NG,NEW,2023-02-08 00:07:00+0000
1257,Devin Haddad,lead1257@example.com,organic,DE,NEW,2023-08-07 09:18:00+0000
1258,Casey Khan,lead1258@example.com,event,US,SQL,2023-05-27 01:28:00+0000
1259,Quinn Patel,lead1259@example.com,ads,BR,CUSTOMER,2023-10-18 21:15:00+0000
1260,Casey Okafor,lead1260@example.com,webform,BR,MQL,2023-06-11 11:03:00+0000
1261,Morgan Mori,lead1261@example.com,referral,SE,DISQUALIFIED,2023-02-02 02:35:00+0000
1262,Morgan Khan,lead1262@example.com,event,US,DISQUALIFIED,2023-07-30 11:17:00+0000
1263,Riley Smith,lead1263@example.com,event,BR,SQL,2023-08-10 18:22:00+0000
1264,Jordan Khan,lead1264@example.com,ads,US,NEW,2023-09-01 11:41:00+0000
1265,Noa Nguyen,lead1265@example.com,ads,SE,CUSTOMER,2023-05-14 20:00:00+0000
1266,Rowan Garcia,lead1266@example.com,referral,NG,SQL,2023-06-07 12:12:00+0000
1267,Kai Okafor,lead1267@example.com,webform,IN,SQL,2023-08-06 08:56:00+0000
1268,Quinn Haddad,lead1268@example.com,ads,SE,CUSTOMER,2023-07-01 20:53:00+0000
1269,Casey Patel,lead1269@example.com,ads,SE,NEW,2023-05-24 14:54:00+0000
1270,Quinn Nguyen,lead1270@example.com,event,DE,NEW,2023-11-11 02:37:00+0000
1271,Sasha Mori,lead1271@example.com,referral,NG,DISQUALIFIED,2023-03-15 02:13:00+0000
1272,Morgan Rossi,lead1272@example.com,webform,SE,SQL,2023-11-16 03:41:00+0000
1273,Devin Mori,lead1273@example.com,webform,GB,DISQUALIFIED,2023-05-02 20:27:00+0000
1274,Kai Larsson,lead1274@example.com,organic,US,SQL,2023-01-20 14:08:00+0000
1275,Devin Silva,lead1275@example.com,event,NG,MQL,2023-06-13 18:59:00+0000
1276,Harper Garcia,lead1276@example.com,ads,US,CUSTOMER,2023-12-26 04:33:00+0000
1277,Jordan Garcia,lead1277@example.com,referral,NG,NEW,2024-01-31 12:31:00+0000
1278,Riley Silva,lead1278@example.com,ads,NG,CUSTOMER,2023-05-02 05:05:00+0000
1279,Sasha Okafor,lead1279@example.com,webform,BR,MQL,2023-04-24 08:01:00+0000
1280,Kai Garcia,lead1280@example.com,event,US,NEW,2023-03-03 03:08:00+0000
1281,Rowan Patel,lead1281@example.com,ads,GB,MQL,2023-12-05 03:56:00+0000
1282,Jordan Haddad,lead1282@example.com,referral,IN,DISQUALIFIED,2024-01-06 02:04:00+0000
1283,Rowan Rossi,lead1283@example.com,event,GB,SQL,2023-05-15 14:24:00+0000
1284,Jordan Patel,lead1284@example.com,webform,US,NEW,2023-08-12 16:10:00+0000
1285,Casey Larsson,lead1285@example.com,event,US,DISQUALIFIED,2023-02-14 05:10:00+0000
1286,Noa Okafor,lead1286@example.com,ads,NG,MQL,2023-12-13 02:04:00+0000
1287,Quinn Larsson,lead1287@example.com,event,JP,MQL,2023-06-19 17:11:00+0000
1288,Avery Haddad,lead1288@example.com,event,BR,MQL,2023-06-21 00:38:00+0000
1289,Quinn Okafor,lead1289@example.com,webform,GB,CUSTOMER,2023-03-12 10:24:00+0000
1290,Jordan Larsson,lead1290@example.com,ads,GB,NEW,2023-12-09 06:45:00+0000
1291,Noa Larsson,lead1291@example.com,webform,DE,SQL,2023-10-08 04:26:00+0000
1292,Rowan Mori,lead1292@example.com,ads,NG,SQL,2023-12-24 09:40:00+0000
1293,Harper Haddad,lead1293@example.com,organic,US,SQL,2023-01-04 18:34:00+0000
1294,Devin Okafor,lead1294@example.com,ads,NG,MQL,2023-05-04 10:54:00+0000
1295,Harper Nguyen,lead1295@example.com,organic,GB,SQL,2024-01-11 12:24:00+0000
1296,Noa Nguyen,lead1296@example.com,referral,BR,MQL,2023-09-30 14:09:00+0000
1297,Morgan Garcia,lead1297@example.com,ads,NG,NEW,2023-10-23 13:12:00+0000
1298,Sasha Smith,lead1298@example.com,event,JP,SQL,2024-01-28 20:25:00+0000
1299,Harper Rossi,lead1299@example.com,organic,NG,DISQUALIFIED,2023-10-28 17:02:00+0000
1300,Devin Larsson,lead1300@example.com,referral,IN,MQL,2023-05-10 12:11:00+0000
1301,Avery Silva,lead1301@example.com,referral,DE,MQL,2023-06-08 07:54:00+0000
1302,Casey Larsson,lead1302@example.com,ads,NG,MQL,2023-05-20 20:16:00+0000
1303,Jordan Nguyen,lead1303@example.com,referral,JP,CUSTOMER,2023-09-13 12:50:00+0000
1304,Quinn Khan,lead1304@example.com,ads,US,DISQUALIFIED,2023-08-19 06:24:00+0000
1305,Casey Cohen,lead1305@example.com,event,IN,CUSTOMER,2023-11-28 12:44:00+0000
1306,Quinn Rossi,lead1306@example.com,ads,NG,NEW,2023-03-11 22:28:00+0000
1307,Noa Rossi,lead1307@example.com,referral,DE,MQL,2023-10-07 03:21:00+0000
1308,Noa Mori,lead1308@example.com,ads,DE,MQL,2024-01-16 04:10:00+0000
1309,Casey Silva,lead1309@example.com,ads,JP,CUSTOMER,2023-09-12 07:58:00+0000
1310,Devin Patel,lead1310@example.com,event,DE,MQL,2023-10-11 16:13:00+0000
1311,Kai Smith,lead1311@example.com,organic,SE,NEW,2023-02-08 21:11:00+0000
1312,Morgan Mori,lead1312@example.com,event,DE,DISQUALIFIED,2023-04-15 04:37:00+0000
1313,Riley Nguyen,lead1313@example.com,ads,JP,CUSTOMER,2023-06-22 17:29:00+0000
1314,Riley Smith,lead1314@example.com,webform,SE,DISQUALIFIED,2023-06-26 07:49:00+0000
1315,Sasha Mori,lead1315@example.com,ads,BR,CUSTOMER,2023-08-05 07:17:00+0000
1316,Avery Haddad,lead1316@example.com,ads,DE,SQL,2023-06-20 16:11:00+0000
1317,Morgan Silva,lead1317@example.com,ads,US,SQL,2023-11-29 11:56:00+0000
1318,Casey Khan,lead1318@example.com,event,JP,NEW,2023-03-16 23:02:00+0000
1319,Sasha Larsson,lead1319@example.com,event,NG,CUSTOMER,2023-09-08 18:26:00+0000
1320,Kai Smith,lead1320@example.com,event,BR,MQL,2023-03-27 23:21:00+0000
1321,Devin Nguyen,lead1321@example.com,webform,BR,SQL,2023-04-16 12:16:00+0000
1322,Sasha Mori,lead1322@example.com,referral,DE,MQL,2024-01-15 23:36:00+0000
1323,Quinn Larsson,lead1323@example.com,referral,GB,CUSTOMER,2024-01-25 01:56:00+0000
1324,Jordan Garcia,lead1324@example.com,referral,GB,SQL,2023-12-10 12:57:00+0000
1325,Noa Okafor,lead1325@example.com,referral,US,DISQUALIFIED,2023-03-20 08:20:00+0000
1326,Riley Larsson,lead1326@example.com,event,IN,SQL,2023-11-18 13:33:00+0000
1327,Sasha Cohen,lead1327@example.com,referral,DE,NEW,2023-10-27 20:39:00+0000
1328,Quinn Smith,lead1328@example.com,event,NG,SQL,2023-12-03 23:18:00+0000
1329,Riley Okafor,lead1329@example.com,ads,IN,NEW,2023-03-23 15:51:00+0000
1330,Sasha Mori,lead1330@example.com,organic,BR,SQL,2023-03-15 03:59:00+0000
1331,Sasha Silva,lead1331@example.com,webform,JP,SQL,2023-12-09 18:41:00+0000
1332,Casey Larsson,lead1332@example.com,organic,US,SQL,2023-09-18 15:40:00+0000
1333,Jordan Haddad,lead1333@example.com,webform,DE,CUSTOMER,2023-03-29 09:47:00+0000
1334,Casey Silva,lead1334@example.com,referral,US,SQL,2023-04-13 18:27:00+0000
1335,Noa Mori,lead1335@example.com,organic,GB,MQL,2024-01-26 23:55:00+0000
1336,Kai Okafor,lead1336@example.com,organic,GB,MQL,2023-01-27 04:08:00+0000
1337,Morgan Garcia,lead1337@example.com,event,GB,SQL,2023-11-14 21:03:00+0000
1338,Riley Silva,lead1338@example.com,webform,NG,DISQUALIFIED,2024-01-19 04:19:00+0000
1339,Riley Haddad,lead1339@example.com,referral,JP,SQL,2024-01-06 14:10:00+0000
